"topicstats"	"keywords"	"top7books"	"next5books, biggestauth, datequartiles"	"label"	"category"	"comments"
"TOPIC 120 pct corpus = 0.869% doc entropy = 10.6919 word length = 4.4800 coherence = -34308.4053 rank 1 docs = 0.0046 r1 ratio = 0.529"	"man old himself went came men see told saw made took house night young going got take put get away tell day belle knew hand friend found good door gone heard life fellow name gave place mind brother thought left know head coming thing called give wife home let woman looking seen look money morning face days brought once make hands boy turned dead how say done sat taken next "	"0.129 | Montague, Margaret Prescott | Uncle Sam of Freedom Ridge | 1920 0.125 | Castlemon, Harry | The white beaver; | 1899 0.121 | Hall, Mannie | Brother stud | 1979 0.117 | Waterloo, Stanley | How it looks | 1888 0.117 | Unknown Author | The famous historie of Fryer Baco | 1886 0.11 | Morris, Richard | Misshapen banana | 1990 0.104 | Walker, Bertrand N. O | Tales of the bark lodges | 1920 "	"0.103 | Sepúlveda, Luis | The old man who read love stories | 1993 0.103 | Delaney, Frank | Telling the pictures | 1993 0.103 | Castlemon, Harry | The pony express rider | 1898 0.099 | Deland, Margaret | The hands of Esau | 1914 0.098 | Hemingway, Ernest | The old man and the sea | 1952 Unknown Author = 0.17% 1900-1965"	"simple diction?"	"uncategorized/ style"	"High entropy, large topic. There are some books for children here, but entropy is too high to call this a genre."
"TOPIC 121 pct corpus = 0.313% doc entropy = 10.8752 word length = 4.8950 coherence = -51797.1283 rank 1 docs = 0.0000 r1 ratio = 0.0"	"father son mother old grandfather daughter brother family boy house young years home own child see heard our name say parents sons age how always us tell told brothers even died born voice because hear saying both called between life law why year remember fathers first younger grandson heart death proud older words blood room yes though know sister hand speak being right loved tears eyes pride except children brought "	"0.075 | Hoban, Russell | Bedtime for Frances Pictures by G | 1960 0.069 | Manners, William | Father and the angels | 1947 0.066 | Derleth, August William | Place of hawks | 1935 0.061 | Lieberman, Rosalie | The man who sold Christmas | 1957 0.061 | Lardner, Ring | The young immigrunts | 1920 0.055 | Powers, J. F. (James Farl) | Morte d'Urban | 1962 0.052 | Lindop, Audrey Erskine | The Judas figures | 1956 "	"0.05 | Lewis, Elizabeth Barzditis | Granny eloped : a novelette | 1970 0.049 | Duguid, Julian | Father Coldstream | 1938 0.048 | Frost, Frances | Little fox | 1952 0.048 | Ellis, Robinson | The tenth declamation (pseudo) Qu | 1913 0.046 | Taber, Gladys Bagg | Especially father | 1949 Buck, Pearl S. (Pearl Sydenstr = 0.2% 1924-1970"	"family"	"human institutions, practices, or relationships"	
"TOPIC 122 pct corpus = 0.23% doc entropy = 8.8741 word length = 4.8850 coherence = -25010.2746 rank 1 docs = 0.0265 r1 ratio = 11.522"	"air plane pilot flying flight engine feet miles radio hundred aircraft its three minutes speed fly five planes engines wing control four force crew below machine above thousand landing first submarine hours right still twenty north get hour commander going ground bridge bomb navy room pilots high just fire take ship ahead airplane line hit turned sky cockpit fuel water course hatch ten flew away six officer position last another "	"0.379 | Puget, René | The long haul | 1964 0.364 | Puget, René | The nomads | 1964 0.362 | Bryan, J. (Joseph) | Mission beyond darkness | 1945 0.361 | Forsyth, Frederick | The shepherd | 1976 0.328 | Hoehling, A. A. (Adolph A.) | The Lexington goes down [by] A. A | 1971 0.323 | Lyall, Gavin | The war in the air: the Royal Air | 1968 0.305 | Forester, C. S. (Cecil Scott) | The last nine days of the Bismarc | 1959 "	"0.305 | Joseph, Mark | To kill the Potemkin : a novel | 1986 0.303 | Forester, C. S. (Cecil Scott) | Hunting the Bismarck | 1959 0.299 | Sanford, Donald S | Midway : a novel | 1976 0.298 | Ziegler, Herman Eugen | Rocket fighter | 1963 0.294 | Brown, Dale | Fatal terrain | 1997 Ellsberg, Edward = 1.27% 1942-1974"	"aeronautics"	"technology"	"A lot of these are especially 'flying in wartime' stories, but perhaps not all of them. In any case 'historical event' and 'technology' are both 'historicized' categories, so it doesn't matter greatly which we choose."
"TOPIC 123 pct corpus = 0.332% doc entropy = 10.7210 word length = 4.9450 coherence = -47027.3600 rank 1 docs = 0.0005 r1 ratio = 0.151"	"mr man young say himself sir gentleman see mrs miss business morning think good gentlemen yes just looked mind right little made please hand came though know going chair look matter something name office take saw tell heard looking anything friend head great thank sure called hat might moment ever glad thought certainly minutes word better should fact large hands coat quite o'clock sorry may our pocket understand afternoon took "	"0.15 | Carleton, Henry Guy | The Thompson Street Poker Club :  | 1884 0.138 | Rosten, Leo Calvin | O K*a*p*l*a*n! My K*a*p*l*a*n! | 1976 0.115 | Trumble, Alfred | The Mott Street Poker Club : the  | 1888 0.092 | Bailey, Arthur Scott | The tale of old Mr. Crow | 1917 0.087 | Stewart, Donald Ogden | Mr. and Mrs. Haddock in Paris, Fr | 1926 0.083 | Stewart, Donald Ogden | Mr. and Mrs. Haddock abroad | 1924 0.081 | Aldington, Richard | Seven against Reeves, a comedy-fa | 1938 "	"0.081 | Marquand, John P. (John Philli | Think fast, Mr. Moto | 1937 0.08 | Balchin, Nigel | Lightbody on liberty; a novel | 1936 0.08 | Powys, Theodore Francis | The market bell | 1953 0.073 | Powys, Theodore Francis | Mr. Weston's good wine | 1928 0.072 | Tarkington, Booth | Rumbin galleries | 1937 Powys, Theodore Francis = 0.35% 1909-1939"	"genteel comedy"	"human institutions, practices, or relationships"	
"TOPIC 124 pct corpus = 0.594% doc entropy = 10.1426 word length = 5.6000 coherence = -26161.9277 rank 1 docs = 0.0150 r1 ratio = 2.525"	"life because being world human these mind own self also sense people point how between does its person such each something become experience fact things part same reality new even different just itself real most words nature kind both death physical another feel form really body question within problem without power work idea living make important man feeling relationship order social understand state possible knowledge whole true simply everything why "	"0.48 | Packer, Toni | The work of this moment | 1990 0.406 | Neale, Robert E | The art of dying | 1973 0.396 | Hughes-Calero, Heather | The shamanic journey living as so | 1994 0.396 | Katagiri, Dainin | You have to say something : manif | 1998 0.386 | Loori, John Daido | Mountain record of Zen talks | 1988 0.371 | Kennedy, Eugene C | On being a friend | 1982 0.366 | Caldwell, Robert | The performer prepares | 1990 "	"0.361 | Jackson, Dawson | Against destruction | 1984 0.33 | Rosner, Stanley | The marriage gap : a psychologist | 1974 0.307 | Ram Dass | Grist for the mill | 1977 0.283 | Boone, J. Allen (John Allen) | You are the adventure! | 1943 0.271 | Gurney, John | Observing Dr. Freud : a sonnet se | 1995 Unknown Author = 0.76% 1962-1987"	"late-20c spirituality and psychology"	"uncategorized style"	" "
"TOPIC 125 pct corpus = 0.409% doc entropy = 10.1679 word length = 4.7450 coherence = -27789.1805 rank 1 docs = 0.0057 r1 ratio = 1.394"	"mountain rock valley mountains rocks feet cave water above cliff below stone side top hills found high far slope its hill sun rocky ground place ridge path foot steep stream edge along camp left climb stones wall made across lay first reached find trail climbed deep came ledge between narrow few see beyond great behind must little cliffs small tent under hundred climbing last end pass distance miles rope point "	"0.254 | King, Clarence | Mountaineering in the Sierra Neva | 1901 0.208 | Gillette, Ned | Everest grand circle : a climbing | 1985 0.204 | Ferlet, René | Aconcagua: south face | 1956 0.196 | Yard, Robert Sterling | The top of the continent; | 1917 0.167 | Palmer, Robert | Deep into blue holes : the story  | 1989 0.158 | Frison-Roche, Roger | The grand crevasse, a novel; | 1951 0.157 | Taylor, Peter | Coopers Creek to LangTang II | 1964 "	"0.153 | Frison-Roche, Roger | First on the rope, a novel | 1949 0.153 | Sack, John | The Butcher; the ascent of Yerupa | 1952 0.144 | Ullman, James Ramsey | The White tower | 1945 0.142 | Moreland, A. Maud | Through south Westland, a journey | 1911 0.135 | Ingersoll, Ernest | An island in the air : a story of | 1905 Grey, Zane = 0.53% 1907-1956"	"mountains and rough landscapes"	"physical description"	
"TOPIC 126 pct corpus = 0.903% doc entropy = 10.4004 word length = 5.0250 coherence = -21588.9798 rank 1 docs = 0.0205 r1 ratio = 2.27"	"around head toward hand feet away against turned began face side right pulled behind get across arm forward hands eyes looked felt reached tried voice let held ran until arms moved saw body stopped started onto himself shouted took another door open caught floor still left its legs shoulder stood heard just fell first trying pushed stepped dropped mouth moment slowly breath inside front man ground each wall swung move "	"0.232 | Matheson, Richard | The shrinking man | 1956 0.226 | Lederer, William J | The last cruise; the story of the | 1950 0.223 | Riggles, Jon | His cycle master | 1978 0.219 | Matheson, Richard | Ride the nightmare | 1959 0.204 | Revesz, Etta | Hate don't make no noise : anatom | 1978 0.197 | Close, Robert S | The dupe, a story of the sea | 1947 0.193 | Ward, Roger | Holler uncle | 1975 "	"0.185 | Lathrop, Dorothy Pulis | The skittle-skattle monkey | 1945 0.18 | Rogers, L. K | Dock strip | 1970 0.17 | George, John L. (John Lothar) | Masked prowler, the story of a ra | 1950 0.17 | Stoneley, Jack | Scruffy | 1988 0.165 | Munson, Ronald | Night vision | 1995 Lancaster, Bruce = 0.29% 1959-1985"	"human bodies and movement"	"physical description"	
"TOPIC 127 pct corpus = 0.802% doc entropy = 10.3465 word length = 5.2200 coherence = -22827.0117 rank 1 docs = 0.0203 r1 ratio = 2.531"	"eyes face upon voice hand looked look turned moment smile tone room seemed man himself head glance words looking young expression lips stood suddenly little half its answered spoke chair low added slowly door silence manner air almost while table exclaimed side rose still continued few violet figure returned arm hands asked yes entered know glanced turning drew light something paused passed yet sudden quickly away gaze silent began pale "	"0.18 | Young, Ernest A | Only a woman's heart; or Barbara' | 1885 0.176 | Pennoyer, Virginia E | Rodari, sculptor | 1901 0.168 | Isham, Frederic Stewart | Black Friday | 1904 0.163 | Korolenko, Vladimir Galaktiono | The blind musician | 1890 0.162 | Dickens, Mary Angela | Some women's ways | 1896 0.161 | Fox, John | A mountain Europa | 1899 0.155 | Saunders, Marshall | Charles and his lamb; | 1895 "	"0.154 | Isham, Frederic Stewart | Under the rose | 1903 0.153 | Cable, George Washington | Madame Delphine | 1881 0.151 | Walloth, Wilhelm | Empress Octavia; a romance of the | 1900 0.148 | Harte, Bret | By shore and sedge | 1885 0.145 | Harte, Bret | On the frontier | 1884 Harte, Bret = 1.07% 1888-1902"	"human faces and speech"	"physical description"	
"TOPIC 128 pct corpus = 0.126% doc entropy = 8.5541 word length = 5.0350 coherence = -30114.9113 rank 1 docs = 0.0214 r1 ratio = 16.984"	"jews jew jewish rabbi israel even jerusalem synagogue god hebrew eyes sabbath people day how neal children father law world also why such son name came yiddish himself should house city palestine asked street holy among messiah levy great ghetto beard prayer heart torah already become wife family head became words gentile our though let home land brought stood community america word temple christian passover high sat heard talmud rabbis "	"0.249 | Grade, Chaim | The sacred and the profane : thre | 1982 0.242 | Grade, Chaim | Rabbis and wives | 1982 0.215 | Singer, Israel Joshua | Yoshe Kalb | 1944 0.214 | Wiesel, Elie | The Golem : the story of a legend | 1983 0.209 | Grade, Chaim | The agunah | 1974 0.177 | Asch, Sholem | Kiddush Ha-Shem; an epic of 1648 | 1926 0.169 | Peretz, Isaac Leib | The I.L. Peretz reader | 1915 "	"0.163 | Rothberg, Abraham | The sword of the golem | 1970 0.161 | Asch, Sholem | Tales of my people | 1948 0.16 | Asch, Sholem | The Nazarene | 1939 0.16 | Asch, Sholem | The apostle | 1943 0.152 | Peretz, Isaac Leib | Selected stories | 1915 Asch, Sholem = 6.63% 1933-1981"	"Jews and Judaism"	"nationalities,  ethnicities, or regions"	
"TOPIC 129 pct corpus = 0.644% doc entropy = 10.8329 word length = 5.4000 coherence = -31881.3705 rank 1 docs = 0.0013 r1 ratio = 0.202"	"asked replied answered cried exclaimed added continued remarked returned why yes declared inquired how us demanded laughed see explained oh began repeated am know suggested reply observed agreed must interrupted while shall retorted murmured called turned voice let tell whispered our may soon moment does however head announced protested once admitted entered find told appeared followed smiled tone rose responded answer looked turning shook just yet muttered suddenly should mean "	"0.118 | Tomlinson, Paul Greene | The strange gray canoe | 1916 0.117 | Kay, Ross | The go ahead boys in the island c | 1916 0.117 | Garis, Howard Roger | The Camp fire girls, or, The secr | 1913 0.116 | Dowd, Emma C | Playtime games for boys and girls | 1912 0.108 | Cobb, Thomas | A man of sentiment : a novel | 1902 0.105 | Phillpotts, Eden | The bronze Venus | 1921 0.105 | Davis, Richard Harding | Vera the medium | 1908 "	"0.103 | Farjeon, Joseph Jefferson | No. 17; [a novel, based upon the  | 1926 0.102 | Philips, Page | At bay : a novel | 1914 0.102 | Stewart, Donald Ogden | Father William : a story of fathe | 1929 0.101 | Drake, Robert L | The boy allies under the sea, or, | 1916 0.099 | Hope, Laura Lee | The Bobbsey twins of Lakeport | 1904 Oppenheim, E. Phillips (Edward = 0.5% 1907-1920"	"verbs of speech"	"human institutions, practices, or relationships"	
